gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
mt-Nd2,0.0000000000000000000000000000000000000000000000000000000000513176824401767,1.635572373655,0.833,0.477,0.00000000000000000000000000000000000000000000000000000120083376910013,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mprip,0.000000000000000000000428108764032207,1.6186111921102,0.316,0.043,0.0000000000000000100177450783536,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc176,0.000000000000000000000000115086979920214,1.61466116136699,0.219,0.011,0.00000000000000000000269303533013302,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Vwa3a,0.000000000000000000000000000000123752320074153,1.60498534137911,0.211,0.005,0.00000000000000000000000000289580428973519,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Nd4,0.000000000000000000000000000000000000000000000000000000000305382014031648,1.59802822426633,0.833,0.494,0.00000000000000000000000000000000000000000000000000000714593912834056,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Nek5,0.00000000000000000000000056594479489534,1.59221138464797,0.228,0.012,0.0000000000000000000132431082005509,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cyp2f2,0.00000000000000000000000000000000000152866881789918,1.59210756810845,0.605,0.145,0.0000000000000000000000000000000357708503388408,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Wdr63,0.00000000000000000000000000256895093277553,1.59146308596636,0.211,0.007,0.0000000000000000000000601134518269474,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Odf3b,0.00000000000000000000000000948750204005229,1.57424672356412,0.263,0.015,0.000000000000000000000222007547737224,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Syne1,0.0000000000000000553393714004903,1.57200482902342,0.228,0.029,0.00000000000129494129077147,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Prom1,0.00000000000000000000328642149991174,1.57175536189381,0.193,0.01,0.0000000000000000769022630979346,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Erich2,0.000000000000000000000340772017678219,1.56488053774436,0.219,0.012,0.00000000000000000797406521367031,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Srsf10,0.000000000000000000081867290853574,1.54197963754024,0.368,0.082,0.00000000000000191569460597363,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc51,0.000000000000000000092557633834009,1.53337356602853,0.202,0.015,0.00000000000000216584863171581,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc41,0.00000000000000000126518199831668,1.52869068571929,0.298,0.045,0.0000000000000296052587606103,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hydin,0.00000000000000000000000000563091674087827,1.52724520955052,0.193,0.005,0.000000000000000000000131763451736552,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ppil6,0.0000000000000000000000116458585153291,1.5256961988507,0.211,0.01,0.000000000000000000272513089258701,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ift81,0.0000000000000000000442659501980527,1.51300882023729,0.228,0.019,0.00000000000000103582323463443,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc113,0.000000000000000000000770821345031674,1.51201307964912,0.237,0.017,0.0000000000000000180372194737412,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Pcp4l1,0.00000000000000000164237602161143,1.50956275297482,0.237,0.022,0.0000000000000384315989057074,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tcea3,0.00000000000000221046449957578,1.50363256798463,0.219,0.029,0.0000000000517248692900734,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Myo5c,0.00000000000000348146078821286,1.50025725529484,0.193,0.025,0.000000000081466182444181,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cldn3,0.0000000000000000133766558601311,1.49741248871558,0.342,0.082,0.000000000000313013747127069,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Slc26a2,0.0000000000000154639937550369,1.49320369195946,0.202,0.029,0.000000000361857453867863,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Kif21a,0.000000000000000117631515951592,1.49215558467405,0.202,0.018,0.00000000000275257747326726,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Akap14,0.000000000000000000640623496404376,1.48507286349716,0.158,0.007,0.0000000000000149905898158624,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cbr2,0.0000000000000000000000000000000000000180921138727588,1.48432312400282,0.754,0.283,0.000000000000000000000000000000000423355464622556,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fank1,0.0000000000000000000140862391090665,1.47161435476414,0.175,0.008,0.000000000000000329617995152156,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Nd5,0.00000000000000000000000000000000000000000000000704354634134534,1.46384731668432,0.816,0.519,0.000000000000000000000000000000000000000000164818984387481,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Maats1,0.00000000000000000000000197120405055921,1.46296255547876,0.193,0.007,0.0000000000000000000461261747830855,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
6820408C15Rik,0.00000000000000000261194853361025,1.45104274887149,0.167,0.008,0.0000000000000611195956864798,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
AK129341,0.000000000000000215506655013509,1.44819550144356,0.149,0.008,0.00000000000504285572731611,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc30,0.000000000000000000000000315609240750197,1.4458561091377,0.219,0.009,0.0000000000000000000073852562335546,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Nd6,0.000000000000000000874504870078756,1.43545694311244,0.395,0.121,0.0000000000000204634139598429,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ttll3,0.0000000000000000129682716107093,1.43064525123893,0.123,0.007,0.000000000000303457555690598,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Myh14,0.0000000000000000729967102983826,1.42721115555378,0.263,0.038,0.00000000000170812302098215,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cdc14a,0.0000000000000000452915854073309,1.42019810338635,0.219,0.023,0.00000000000105982309853154,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc11,0.000000000000000155404893858797,1.41776546864797,0.184,0.013,0.00000000000363647451629584,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Slc23a2,0.000000000000261764911836326,1.41692734325238,0.184,0.021,0.00000000612529893697002,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dync2h1,0.000000000000000218326117469531,1.40884903921078,0.158,0.009,0.00000000000510883114878702,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Iqca,0.000000000000000001320542090106,1.40645542254098,0.158,0.007,0.0000000000000309006849084803,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam216b,0.0000000000000283481594834464,1.40490655614292,0.158,0.012,0.000000000663346931912646,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Iqub,0.000000000000000000000000856529604374224,1.40190725779407,0.184,0.005,0.0000000000000000000200427927423568,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rabgap1l,0.00000000000156778824399871,1.40064203665952,0.237,0.043,0.0000000366862449095699,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc151,0.000000000000000000000000450798524234798,1.39794659625335,0.184,0.005,0.0000000000000000000105486854670943,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dzip1l,0.00000000000000000676283056161317,1.39773941128788,0.167,0.009,0.000000000000158250235141748,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
E230008N13Rik,0.000000000000000000165897501094839,1.39283573247462,0.219,0.019,0.00000000000000388200152561924,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rsph1,0.00000000000000000322031434137781,1.38629263235449,0.246,0.026,0.0000000000000753553555882407,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tuba1a,0.00000000000000000113049965605931,1.38412536081952,0.421,0.099,0.0000000000000264536919517878,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Stk33,0.00000000000000000751133027153375,1.37651873081144,0.193,0.013,0.00000000000017576512835389,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mak,0.000000000000000406694902430661,1.37268028099744,0.158,0.009,0.00000000000951666071687747,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gm973,0.000000000000000175741980595556,1.37071049489196,0.14,0.006,0.00000000000411236234593602,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hsph1,0.000000000000175631949976451,1.3617801637096,0.246,0.04,0.00000000410978762944894,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Pcm1,0.0000000000000830881521848879,1.36087443460868,0.289,0.061,0.00000000194426276112638,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rsph9,0.00000000000000132105435816591,1.35598481949867,0.167,0.013,0.0000000000309126719810823,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
4833427G06Rik,0.000000000000260025009422056,1.35448398852499,0.14,0.01,0.0000000060845852204761,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cep290,0.00000000101460138949523,1.35275057158892,0.149,0.022,0.0000237416725141884,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Drc1,0.0000000000000000627180761769177,1.35258200941645,0.184,0.013,0.00000000000146760298253987,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Spata18,0.00000000000000000215608124058266,1.35202473024134,0.14,0.004,0.0000000000000504523010296342,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Strbp,0.0000000000000000211370541195003,1.35187422221455,0.237,0.026,0.000000000000494607066396307,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Cytb,0.000000000000000000000000000000000000000000000000000000000000000163517533642861,1.33925697691607,0.921,0.725,0.00000000000000000000000000000000000000000000000000000000000382631028724294,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
9330101J02Rik,0.000000000000000000156498803355686,1.33587732971509,0.149,0.004,0.00000000000000366207199852305,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Clic6,0.00000000000000012090982292319,1.33581165790944,0.175,0.011,0.00000000000282928985640265,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Igfbp5,0.000000000000000000000000000962843016069391,1.33500761271351,0.439,0.066,0.0000000000000000000000225305265760237,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rsph10b,0.0000000000000000262041893852597,1.33324655483274,0.149,0.008,0.000000000000613178031615077,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Pih1d2,0.000000000000000000611896079644819,1.33083481851792,0.184,0.01,0.0000000000000143183682636888,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
4930562C15Rik,0.0000000000000000000000660859038665808,1.33052942241858,0.167,0.005,0.00000000000000000154641015047799,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Msi2,0.0000000000000806828875728363,1.32817540350251,0.237,0.035,0.00000000188797956920437,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Plxnb2,0.00000000000471169020480468,1.32767875315447,0.193,0.033,0.000000110253550792429,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tm4sf1,0.0000000000000000603414302703942,1.3251323704495,0.325,0.058,0.00000000000141198946832722,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700016K19Rik,0.0000000000000000000263284424338173,1.32427743382059,0.237,0.019,0.000000000000000616085552951326,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Acsl3,0.000000000000563685319030329,1.31848415966304,0.175,0.019,0.0000000131902364653097,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hdc,0.0000000000000325492798913338,1.31745549784481,0.237,0.034,0.00000000076165314945721,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mlf1,0.00000000000000118547905952322,1.30804563109341,0.202,0.018,0.0000000000277402099928434,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cspp1,0.00000000000223221934169656,1.30471639318168,0.228,0.038,0.0000000522339325956995,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cp,0.00000000000000274609508464941,1.30438364689686,0.325,0.07,0.0000000000642586249807963,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam179a,0.0000000000000000104710981428878,1.29132544999147,0.14,0.006,0.000000000000245023696543575,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ttc25,0.0000000000000165740782062734,1.28864592636804,0.14,0.008,0.000000000387833430026797,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Zdhhc1,0.0000000000000276171791981066,1.28659258663433,0.149,0.01,0.000000000646241993235693,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam84b,0.000000000000307570308580538,1.2833018911689,0.175,0.023,0.00000000719714522078458,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cd24a,0.000000000000000161384094210001,1.28325822241382,0.439,0.135,0.00000000000377638780451402,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam167a,0.0000000000147108172989334,1.28162323006551,0.114,0.007,0.000000344233124795042,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cdkl4,0.0000000000000000181203640654223,1.27967750539882,0.132,0.005,0.000000000000424016519130881,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ift74,0.00000000283577095682812,1.2786579041352,0.167,0.028,0.0000663570403897779,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hspa2,0.00000000000410884796091744,1.27863905336248,0.149,0.013,0.0000000961470422854681,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rabl2,0.00000000000000151235154978702,1.27737065909018,0.167,0.012,0.0000000000353890262650162,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700029J07Rik,0.0000000000000054363272031275,1.27516037548848,0.14,0.007,0.000000000127210056553183,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cdh1,0.0000000000000293666719408881,1.27499907887054,0.289,0.055,0.000000000687180123416782,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Muc4,0.000000000000063692133012086,1.27396767774435,0.14,0.01,0.00000000149039591248281,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Agbl2,0.0000000000000000000042345634832803,1.25855866238899,0.149,0.004,0.0000000000000000990887855087589,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc6,0.0000000000000240980258061058,1.25803739484829,0.14,0.008,0.000000000563893803862875,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tekt1,0.0000000000000720346112727403,1.25558050698592,0.149,0.01,0.00000000168560990378212,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sned1,0.00000000000113460326765712,1.25551242808123,0.14,0.009,0.0000000265497164631766,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc48,0.0000000000000000841225613307288,1.24633111006873,0.175,0.012,0.00000000000196846793513905,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sco2,0.0000000000157266420662238,1.24017771179495,0.132,0.012,0.000000368003424349638,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam47e,0.0000000000000170899235526584,1.23769891649539,0.132,0.008,0.000000000399904211132205,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc114,0.0000000000000000167419725848497,1.22625974657229,0.158,0.007,0.000000000000391762158485484,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam183b,0.000000000000122831965149565,1.22222408193316,0.211,0.026,0.00000000287426798449983,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Odf2,0.0000000000217956073623385,1.22182100127837,0.184,0.025,0.000000510017212278721,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Prr18,0.000000000000000354467541615337,1.21950992653925,0.132,0.005,0.00000000000829454047379889,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Elof1,0.0000000000141202397771469,1.21426891314528,0.289,0.073,0.000000330413610785237,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dnali1,0.00000000000441972311357148,1.21339485661165,0.14,0.011,0.000000103421520857573,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gramd2,0.0000000419521221718696,1.2097727292651,0.105,0.019,0.000981679658821747,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
2610028H24Rik,0.0000000000002610878579409,1.20935828087072,0.175,0.019,0.00000000610945587581707,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dnaic2,0.00000000000000000000122690031830757,1.20798213119971,0.175,0.006,0.0000000000000000287094674483972,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc96,0.0000000000000388500200174933,1.20543569761275,0.114,0.004,0.000000000909090468409344,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rgs22,0.0000000000000144911231950818,1.20201111112231,0.114,0.004,0.000000000339092282764913,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sntn,0.0000000000000756195544987837,1.19836736962293,0.202,0.023,0.00000000176949757527154,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Aldh6a1,0.00000000000109903626553775,1.19512555048659,0.158,0.016,0.0000000257174486135833,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dnal1,0.00000000000602804084235927,1.19232588845608,0.114,0.008,0.000000141056155711207,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Eno4,0.000000000000265729562620808,1.19145660699881,0.123,0.006,0.00000000621807176532691,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Riiad1,0.00000000810951828903116,1.18837076052109,0.158,0.023,0.000189762727963329,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gstm1,0.000000000000000145849907779126,1.18668244689013,0.404,0.108,0.00000000000341288784203155,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ptprf,0.0000000133278623197888,1.1838623942017,0.202,0.062,0.000311871978283058,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ccdc162,0.00000000000000059380033624077,1.18030703595582,0.123,0.003,0.000000000013894927868034,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tmem107,0.0000000000245574837027706,1.17997578028381,0.184,0.027,0.000000574645118644833,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Odf2l,0.0000000000783710050688275,1.17984499088106,0.14,0.016,0.00000183388151861056,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gm872,0.00000000000000017277099967836,1.17772174553351,0.14,0.005,0.00000000000404284139247363,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ttc29,0.0000000000000804162293353831,1.17548196115942,0.123,0.006,0.00000000188173976644796,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
mt-Co1,0.000000000000000000000000000000000000313982641853423,1.17490189427853,0.798,0.601,0.00000000000000000000000000000000734719381937009,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
9130230L23Rik,0.00000000000000351968723257334,1.17150706160224,0.114,0.003,0.0000000000823606812422162,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc45,0.0000000000981033218015509,1.17109446197474,0.132,0.014,0.00000229561773015629,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Iqcg,0.0000000000000000531700736087192,1.1685567698909,0.193,0.014,0.00000000000124417972244403,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Wwc1,0.000000000731889893335222,1.16618451004058,0.158,0.025,0.0000171262235040442,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700009P17Rik,0.00000000000000160606888301106,1.16502076481437,0.228,0.026,0.0000000000375820118624588,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tspan1,0.0000000000000324066946854728,1.16470416290671,0.246,0.037,0.000000000758316655640065,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Aldh3b1,0.000000000718129140255094,1.16222735740991,0.202,0.049,0.0000168042218819692,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dnaic1,0.00000000000000000941170647062325,1.16147522791296,0.149,0.006,0.000000000000220233931412584,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tmprss2,0.000000000000456923872752446,1.15945152400171,0.132,0.009,0.0000000106920186224072,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mettl7a1,0.00000000000009577750328316,1.15821432542721,0.351,0.095,0.00000000224119357682594,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rpgrip1l,0.000000000980625782821023,1.15740509068894,0.114,0.012,0.0000229466433180119,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Armc4,0.0000000000000000118586771565375,1.15635813358003,0.14,0.004,0.000000000000277493045462977,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tsnaxip1,0.0000000000000100293184217522,1.15431054324459,0.114,0.004,0.000000000234686051069002,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ttc12,0.0000000000000793066297164373,1.14814899047888,0.132,0.007,0.00000000185577513536463,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Alas1,0.000000000154680226397421,1.1477424319687,0.368,0.131,0.00000361951729769965,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
2610015P09Rik,0.000000000155372903984856,1.14761590312812,0.158,0.018,0.00000363572595324564,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dcdc2b,0.000000000000964024496628547,1.14274538972869,0.14,0.01,0.000000022558173221108,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc36,0.00000000000000448361625271808,1.14195107187456,0.132,0.005,0.000000000104916620313603,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Endog,0.00000000478584452940199,1.14155371918553,0.105,0.01,0.000111988761988007,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Zc2hc1a,0.0000000000692757146979009,1.13922978008222,0.149,0.019,0.00000162105172393088,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Wfdc2,0.00000000000000000113695786800088,1.13845214195229,0.57,0.218,0.0000000000000266048141112206,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rfx3,0.00000000000155776805749323,1.1303278286684,0.105,0.004,0.0000000364517725453416,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Arhgef28,0.000000000330255037345272,1.12916636725654,0.123,0.012,0.00000772796787387936,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cxcl17,0.0000000000813298017715243,1.12644247792686,0.237,0.051,0.00000190311736145367,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Kif9,0.00000000000000002641531039449,1.11959597832893,0.132,0.004,0.000000000000618118263231065,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gpx8,0.000000229713704821675,1.1168551935029,0.158,0.037,0.0053753006928272,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
4930451C15Rik,0.000000000000134587566723911,1.11684901930571,0.132,0.007,0.00000000314934906133952,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Neat1,0.00000000000254185099587028,1.11510355521309,0.421,0.179,0.0000000594793133033646,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Sema3e,0.00000000000726866508576936,1.11204041525442,0.149,0.014,0.000000170086763007003,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dnah11,0.00000000000111704153843121,1.11098506884085,0.105,0.004,0.0000000261387719992903,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ddx26b,0.00000392210514442961,1.10087831601372,0.123,0.032,0.091777260379653,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam213a,0.000000000506769746945891,1.10017959638406,0.202,0.04,0.0000118584120785339,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lrrc34,0.000000000001193720989393,1.09889114509206,0.114,0.006,0.0000000279330711517962,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Rpgr,0.00000000000570483753828647,1.09806513091316,0.123,0.007,0.000000133493198395903,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Dusp18,0.00000000000244444615694348,1.09553209396564,0.14,0.01,0.0000000572000400724774,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1110004E09Rik,0.000000429992115863198,1.0898673397923,0.193,0.051,0.0100618155111988,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Hmgcs2,0.00000000178651769169263,1.08828290307682,0.114,0.01,0.0000418045139856075,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Il18r1,0.000000000385939832423771,1.08664045341531,0.219,0.042,0.00000903099207871623,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Meig1,0.000000000400219192551721,1.08631067566292,0.14,0.014,0.00000936512910571026,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gtl3,0.00000000806065406573774,1.08024733690717,0.202,0.046,0.000188619305138263,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tubb4b,0.00000000000364020120822516,1.0795627746171,0.342,0.12,0.0000000851807082724687,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Cc2d2a,0.0000000060621091024369,1.07942573245254,0.105,0.009,0.000141853352997023,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ogt,0.00000139977642449891,1.07911849671275,0.149,0.037,0.0327547683332745,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ttc16,0.00000000000000000241275427151407,1.07824446340745,0.132,0.003,0.0000000000000564584499534292,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Tmc4,0.0000000719062675916983,1.07470625267263,0.123,0.021,0.00168260666164574,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Wdr78,0.000000000000604554725217258,1.07452844632628,0.149,0.011,0.0000000141465805700838,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Zbtb20,0.00000495223293098816,1.07155511315468,0.149,0.054,0.115882250585123,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Fam134b,0.000000115945816068167,1.071191201927,0.175,0.038,0.00271313209599511,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ppp1r36,0.00000000217486532094847,1.06922344192319,0.114,0.01,0.0000508918485101943,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Gclc,0.000000957540190978004,1.06348220656406,0.228,0.076,0.0224064404688853,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Vpreb3,0.000000000143639353210467,1.06108891155446,0.167,0.021,0.00000336116086512493,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Syne2,0.0000137925599776961,1.05658363565695,0.14,0.033,0.322745903478088,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
1700024G13Rik,0.000000556981133348913,1.05547576226619,0.105,0.013,0.0130333585203646,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Lca5,0.0000000000000000738217995147767,1.05296410902846,0.167,0.01,0.00000000000172743010864577,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Plcb3,0.0000000153224615321021,1.04774971115459,0.132,0.021,0.00035854559985119,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
B430010I23Rik,0.000000248812712487486,1.04651717029689,0.114,0.016,0.00582221747220716,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Alcam,0.0000000197532776499892,1.04405265796496,0.351,0.146,0.000462226697009747,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Kif1b,0.000000440853118882967,1.04320599929455,0.158,0.044,0.0103159629818614,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Mapk15,0.000000000000279887534915922,1.03798237602121,0.105,0.004,0.00000000654936831703257,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
C2cd5,0.00000000204423443758866,1.03492488577593,0.114,0.012,0.0000478350858395747,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Ldlrad1,0.0000000000000157090255247475,1.0334231426646,0.132,0.006,0.000000000367591197279092,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
Pifo,0.0000000012753153851188,1.03324643003995,0.132,0.013,0.0000298423800117799,37,Ciliated cell subset,Ciliated cells,Ciliated cells,
